Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.338	24.62	-1709	-52	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.338	24.64	-1709	-52	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.338	24.6	-1709	-52	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9819	0.0	0.0	0.0	-3.389	-4.252	-100.338	24.63	-1709	-52	-3185	None	None	None	None	None	None	None	None
 None	0.0742	-0.0649	0.981	0.0	0.0	0.0	-3.395	-4.252	-100.338	24.62	-1710	-52	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.63	-1709	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.62	-1708	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.64	-1708	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.63	-1709	-52	-3186	None	None	None	None	None	None	None	None
 None	0.0723	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.63	-1708	-53	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.62	-1708	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9819	0.0	0.0	0.0	-3.395	-4.252	-100.338	24.62	-1708	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.981	0.0	0.0	0.0	-3.395	-4.252	-100.338	24.6	-1709	-52	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.62	-1708	-53	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.395	-4.252	-100.338	24.63	-1708	-53	-3188	None	None	None	None	None	None	None	None
 None	0.0728	-0.0654	0.9814	0.0	0.0	0.0	-3.389	-4.252	-100.338	24.61	-1708	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0645	0.981	0.0	0.0	0.0	-3.389	-4.252	-100.338	24.63	-1709	-53	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.389	-4.252	-100.338	24.62	-1708	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.981	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.64	-1708	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0742	-0.0649	0.9824	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.64	-1709	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0742	-0.0649	0.9819	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.6	-1708	-53	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1710	-54	-3189	None	None	None	None	None	None	None	None
 None	0.0732	-0.0659	0.981	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.64	-1709	-54	-3189	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.67	-1709	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.59	-1710	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.64	-1709	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0728	-0.0654	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.62	-1710	-54	-3189	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9805	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.62	-1710	-54	-3189	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9805	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.66	-1710	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.58	-1710	-54	-3189	None	None	None	None	None	None	None	None
 None	0.0728	-0.0645	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.58	-1709	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9805	0.0	0.0	0.0	-3.395	-4.257	-100.338	24.58	-1710	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.61	-1710	-54	-3189	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.62	-1711	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0723	-0.0654	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.61	-1711	-54	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.59	-1709	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.66	-1711	-55	-3188	None	None	None	None	None	None	None	None
 None	0.0737	-0.064	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.62	-1711	-53	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.63	-1711	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.62	-1711	-55	-3188	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.6	-1710	-54	-3188	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.65	-1710	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.62	-1711	-54	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9814	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.63	-1711	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.6	-1711	-54	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.981	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.62	-1711	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9819	0.0	0.0	0.0	-3.395	-4.257	-100.344	24.6	-1711	-56	-3187	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1710	-54	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.064	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1711	-54	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.0645	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1711	-54	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.65	-1712	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.981	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.66	-1711	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.981	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.63	-1711	-54	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.0645	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.64	-1711	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.66	-1712	-54	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.64	-1711	-54	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0654	0.981	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.61	-1712	-54	-3187	None	None	None	None	None	None	None	None
 None	0.0742	-0.0645	0.9819	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.62	-1711	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0654	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1710	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1711	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0728	-0.0654	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.59	-1710	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0742	-0.0649	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.6	-1711	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.59	-1711	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.63	-1712	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1712	-56	-3187	None	None	None	None	None	None	None	None
 None	0.0737	-0.0654	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.63	-1711	-55	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.6	-1712	-56	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.65	-1711	-56	-3187	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.65	-1712	-56	-3185	None	None	None	None	None	None	None	None
 None	0.0742	-0.0635	0.9819	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.63	-1712	-56	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.6	-1712	-56	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.59	-1712	-56	-3185	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.981	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1713	-55	-3187	None	None	None	None	None	None	None	None
 None	0.0723	-0.0649	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.61	-1712	-56	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.0654	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1712	-57	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.064	0.9814	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.63	-1712	-57	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.981	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1712	-57	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.064	0.9805	0.0	0.0	0.0	-3.389	-4.257	-100.344	24.62	-1714	-57	-3186	None	None	None	None	None	None	None	None
 None	0.0737	-0.0659	0.9814	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.62	-1712	-56	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.064	0.9814	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.58	-1712	-58	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.981	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.62	-1712	-57	-3185	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.981	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.62	-1712	-57	-3186	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.981	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.57	-1712	-57	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.064	0.981	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.6	-1713	-56	-3185	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9819	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.63	-1713	-57	-3185	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.981	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.62	-1714	-56	-3186	None	None	None	None	None	None	None	None
 None	0.0728	-0.0645	0.9819	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.59	-1714	-57	-3185	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.65	-1714	-56	-3185	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9814	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.58	-1714	-56	-3185	None	None	None	None	None	None	None	None
 None	0.0732	-0.064	0.9819	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.59	-1714	-57	-3185	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9814	0.0	0.0	0.0	-3.384	-4.257	-100.344	24.6	-1714	-56	-3184	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.981	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.58	-1714	-56	-3184	None	None	None	None	None	None	None	None
 None	0.0728	-0.0654	0.981	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.61	-1714	-57	-3185	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9805	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.59	-1713	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9824	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.65	-1714	-56	-3185	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.981	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.58	-1712	-56	-3184	None	None	None	None	None	None	None	None
 None	0.0737	-0.0654	0.981	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.62	-1714	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0728	-0.064	0.9805	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.62	-1713	-57	-3184	None	None	None	None	None	None	None	None
 None	0.0723	-0.0649	0.981	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.62	-1712	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9805	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.6	-1714	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.0659	0.981	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.63	-1713	-56	-3182	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9819	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.61	-1713	-57	-3183	None	None	None	None	None	None	None	None
 None	0.0728	-0.0649	0.9824	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.64	-1714	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.064	0.981	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.62	-1712	-57	-3182	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9814	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.58	-1713	-57	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.0654	0.9819	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.59	-1713	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0723	-0.0649	0.9814	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.64	-1713	-55	-3183	None	None	None	None	None	None	None	None
 None	0.0737	-0.0649	0.9824	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.58	-1712	-56	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9814	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.64	-1713	-55	-3183	None	None	None	None	None	None	None	None
 None	0.0737	-0.0645	0.9819	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.62	-1713	-55	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9819	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.61	-1713	-55	-3182	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9819	0.0	0.0	0.0	-3.384	-4.252	-100.344	24.58	-1714	-55	-3183	None	None	None	None	None	None	None	None
 None	0.0732	-0.0649	0.9805	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.59	-1714	-54	-3184	None	None	None	None	None	None	None	None
 None	0.0732	-0.0645	0.9805	0.0	0.0	0.0	-3.389	-4.252	-100.344	24.6	-1714	-54	-3184	None	None	None	None	None	None	None	None
 None	0.0781	-0.0659	0.981	0.1221	0.4272	0.0	-3.384	-4.246	-100.344	24.62	-1712	-55	-3186	None	None	None	None	None	None	None	None
 None	-0.1489	0.1162	0.9722	-2.8076	-12.3901	-18.9819	-2.653	-5.224	-104.573	24.62	-1733	-165	-3183	None	None	None	None	None	None	None	None
 None	0.1216	-0.0693	0.9756	3.1738	-5.4932	0.061	-2.637	-5.268	-104.442	24.61	-1754	-200	-3173	None	None	None	None	None	None	None	None
 None	0.0542	-0.0273	0.9731	-1.2207	6.2866	-94.7266	-1.934	-5.576	-111.11	24.6	-1751	-343	-3177	None	None	None	None	None	None	None	None
 None	0.1025	-0.0283	0.9731	4.3945	21.4844	-52.2461	-1.214	-5.466	-117.85	24.6	-1684	-564	-3203	None	None	None	None	None	None	None	None
 None	-0.0127	0.0132	0.9893	5.7983	5.9814	2.2583	-0.346	-3.312	-120.553	24.59	-1542	-713	-3264	None	None	None	None	None	None	None	None
 None	0.0664	-0.0156	0.9805	0.7324	2.1362	0.4883	-0.599	-3.669	-118.79	24.58	-1545	-698	-3265	None	None	None	None	None	None	None	None
 None	0.0547	-0.0161	0.9829	0.061	0.061	0.0	-0.593	-3.647	-118.801	24.6	-1547	-692	-3265	None	None	None	None	None	None	None	None
 None	0.0552	-0.0156	0.9829	0.061	0.061	-0.061	-0.588	-3.62	-118.806	24.59	-1546	-691	-3265	None	None	None	None	None	None	None	None
 None	0.0557	-0.0161	0.9819	0.0	0.061	0.0	-0.588	-3.587	-118.806	24.64	-1546	-691	-3267	None	None	None	None	None	None	None	None
 None	0.0557	-0.0166	0.9839	0.0	0.061	0.0	-0.582	-3.56	-118.801	24.62	-1545	-690	-3266	None	None	None	None	None	None	None	None
 None	0.0552	-0.0161	0.9829	0.0	0.061	0.0	-0.582	-3.538	-118.795	24.62	-1545	-691	-3266	None	None	None	None	None	None	None	None
 None	0.0547	-0.0161	0.9834	0.0	0.0	0.0	-0.582	-3.516	-118.79	24.62	-1543	-690	-3267	None	None	None	None	None	None	None	None
 None	0.0547	-0.0166	0.9829	0.0	0.061	0.0	-0.577	-3.494	-118.79	24.62	-1544	-690	-3267	None	None	None	None	None	None	None	None
 None	0.0552	-0.0161	0.9834	0.0	0.0	0.0	-0.577	-3.472	-118.784	24.64	-1543	-690	-3267	None	None	None	None	None	None	None	None
 None	0.0562	-0.0166	0.9824	0.0	0.0	0.0	-0.571	-3.444	-118.784	24.6	-1542	-691	-3267	None	None	None	None	None	None	None	None
 None	0.0547	-0.0156	0.9829	0.061	0.0	0.0	-0.571	-3.428	-118.779	24.58	-1542	-691	-3267	None	None	None	None	None	None	None	None
 None	0.0547	-0.0161	0.9839	0.061	0.061	0.0	-0.566	-3.411	-118.779	24.58	-1540	-691	-3267	None	None	None	None	None	None	None	None
 None	0.0542	-0.0156	0.9824	0.0	0.0	0.0	-0.56	-3.395	-118.779	24.62	-1542	-690	-3267	None	None	None	None	None	None	None	None
 None	0.0542	-0.0161	0.9834	0.0	0.0	0.0	-0.56	-3.384	-118.773	24.61	-1541	-691	-3268	None	None	None	None	None	None	None	None
 None	0.0547	-0.0161	0.9829	0.0	0.0	0.0	-0.56	-3.367	-118.773	24.59	-1541	-691	-3267	None	None	None	None	None	None	None	None
 None	0.0547	-0.0161	0.9829	0.061	0.061	0.0	-0.555	-3.351	-118.773	24.6	-1541	-690	-3268	None	None	None	None	None	None	None	None
 None	0.0547	-0.0156	0.9829	0.0	0.0	0.0	-0.555	-3.34	-118.768	24.58	-1540	-689	-3268	None	None	None	None	None	None	None	None
 None	0.0532	-0.0156	0.9829	0.0	0.0	0.0	-0.555	-3.329	-118.768	24.63	-1540	-691	-3269	None	None	None	None	None	None	None	None
 None	0.0532	-0.0156	0.9829	0.0	0.0	0.0	-0.549	-3.318	-118.768	24.64	-1539	-691	-3268	None	None	None	None	None	None	None	None
 None	0.0542	-0.0151	0.9834	0.0	0.0	0.0	-0.549	-3.307	-118.762	24.62	-1539	-690	-3268	None	None	None	None	None	None	None	None
 None	0.0547	-0.0166	0.9824	0.0	0.0	0.0	-0.549	-3.296	-118.762	24.61	-1539	-689	-3268	None	None	None	None	None	None	None	None
 None	0.0537	-0.0161	0.9824	0.0	0.0	0.0	-0.549	-3.29	-118.762	24.62	-1539	-689	-3267	None	None	None	None	None	None	None	None
 None	0.0542	-0.0161	0.9829	0.0	0.0	0.0	-0.549	-3.279	-118.762	24.6	-1539	-691	-3268	None	None	None	None	None	None	None	None
 None	0.0532	-0.0156	0.9829	0.0	0.0	0.0	-0.544	-3.268	-118.757	24.58	-1538	-690	-3269	None	None	None	None	None	None	None	None
 None	0.0542	-0.0156	0.9829	0.0	0.0	0.0	-0.544	-3.263	-118.757	24.61	-1538	-691	-3269	None	None	None	None	None	None	None	None
 None	0.0537	-0.0161	0.9839	0.0	0.0	0.0	-0.544	-3.257	-118.757	24.6	-1537	-691	-3270	None	None	None	None	None	None	None	None
 None	0.0537	-0.0161	0.9824	0.0	0.0	0.0	-0.544	-3.246	-118.757	24.59	-1537	-691	-3269	None	None	None	None	None	None	None	None
 None	0.0537	-0.0151	0.9839	0.0	0.0	0.0	-0.544	-3.241	-118.757	24.62	-1537	-691	-3270	None	None	None	None	None	None	None	None
 None	0.0542	-0.0161	0.9834	0.0	0.0	0.0	-0.544	-3.235	-118.757	24.61	-1535	-691	-3270	None	None	None	None	None	None	None	None
 None	0.0542	-0.0161	0.9829	0.0	0.0	0.0	-0.538	-3.224	-118.751	24.61	-1536	-692	-3270	None	None	None	None	None	None	None	None
 None	0.0547	-0.0166	0.9839	0.0	0.0	0.0	-0.538	-3.219	-118.751	24.62	-1536	-691	-3270	None	None	None	None	None	None	None	None
 None	0.0532	-0.0151	0.9834	0.0	0.0	0.0	-0.538	-3.214	-118.751	24.62	-1536	-692	-3270	None	None	None	None	None	None	None	None
 None	0.0542	-0.0156	0.9829	0.0	0.0	0.0	-0.538	-3.208	-118.751	24.59	-1536	-692	-3271	None	None	None	None	None	None	None	None
 None	0.0547	-0.0156	0.9819	0.0	0.0	0.0	-0.533	-3.203	-118.751	24.66	-1536	-691	-3271	None	None	None	None	None	None	None	None
 None	0.0532	-0.0156	0.9829	0.0	0.0	0.0	-0.533	-3.197	-118.751	24.64	-1536	-691	-3271	None	None	None	None	None	None	None	None
 None	0.0537	-0.0151	0.9829	0.0	0.0	0.0	-0.533	-3.192	-118.751	24.65	-1536	-692	-3272	None	None	None	None	None	None	None	None
 None	0.0532	-0.0151	0.9829	0.0	0.0	0.0	-0.533	-3.186	-118.751	24.63	-1536	-691	-3272	None	None	None	None	None	None	None	None
 None	0.0532	-0.0156	0.9829	0.0	0.0	0.0	-0.533	-3.186	-118.751	24.62	-1535	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0537	-0.0161	0.9839	0.0	0.0	0.0	-0.533	-3.181	-118.746	24.63	-1535	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0537	-0.0156	0.9834	0.0	0.0	0.0	-0.533	-3.175	-118.746	24.62	-1535	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0537	-0.0156	0.9839	0.0	0.0	0.0	-0.527	-3.17	-118.746	24.64	-1535	-693	-3272	None	None	None	None	None	None	None	None
 None	0.0532	-0.0166	0.9819	0.0	0.0	0.0	-0.527	-3.17	-118.746	24.58	-1535	-693	-3272	None	None	None	None	None	None	None	None
